Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date,GenBank_Title
MW086921,2020-10-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,GenBank,complete,USA: Minnesota,MN,Homo sapiens,,2020-09-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-1726/2020, complete genome"
MW077466,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2840/2020, complete genome"
MW077467,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2824/2020, complete genome"
MW077468,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2822/2020, complete genome"
MW077469,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2823/2020, complete genome"
MW077470,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2842/2020, complete genome"
MW077471,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-05-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2806/2020, complete genome"
MW077472,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2821/2020, complete genome"
MW077473,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2825/2020, complete genome"
MW077474,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-06,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2818/2020, complete genome"
MW077475,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2827/2020, complete genome"
MW077476,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2838/2020, complete genome"
MW077477,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2826/2020, complete genome"
MW077478,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2831/2020, complete genome"
MW077479,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2832/2020, complete genome"
MW077480,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2845/2020, complete genome"
MW077481,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2846/2020, complete genome"
MW077482,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2834/2020, complete genome"
MW077483,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2820/2020, complete genome"
MW077485,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-09,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2833/2020, complete genome"
MW077486,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2844/2020, complete genome"
MW077487,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2839/2020, complete genome"
MW077489,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2843/2020, complete genome"
MW077491,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-08-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2807/2020, complete genome"
MW077492,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2847/2020, complete genome"
MW077493,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2849/2020, complete genome"
MW077494,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2836/2020, complete genome"
MW077495,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2808/2020, complete genome"
MW077496,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2848/2020, complete genome"
MW077497,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2812/2020, complete genome"
MW077498,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2819/2020, complete genome"
MW077500,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2811/2020, complete genome"
MW077501,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2816/2020, complete genome"
MW077502,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2813/2020, complete genome"
MW079819,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2850/2020, complete genome"
MW079820,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2852/2020, complete genome"
MW079821,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2853/2020, complete genome"
MW079822,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2851/2020, complete genome"
MW079823,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,GenBank,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2854/2020, complete genome"
MW079824,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,GenBank,complete,USA: Washington,WA,Homo sapiens,,2020-03-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S2855/2020, complete genome"
MW079827,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL448/2020, complete genome"
MW079828,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL455/2020, complete genome"
MW079829,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL477/2020, complete genome"
MW079830,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL479/2020, complete genome"
MW079831,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL480/2020, complete genome"
MW079832,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL494/2020, complete genome"
MW079833,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL463/2020, complete genome"
MW079834,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL473/2020, complete genome"
MW079835,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL534/2020, complete genome"
MW079836,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL397/2020, complete genome"
MW079837,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL404/2020, complete genome"
MW079838,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-05-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL383/2020, complete genome"
MW079839,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL384/2020, complete genome"
MW079840,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL400/2020, complete genome"
MW079841,2020-10-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,GenBank,complete,USA: Ak,AK,Homo sapiens,oronasopharynx,2020-06-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK-PHL444/2020, complete genome"
MT998442,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,USA: Oklahoma,OK,Homo sapiens,oronasopharynx,2020-04-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/Oklahoma-ADDL-1/2020, complete genome"
MT998443,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,USA: Oklahoma,OK,Homo sapiens,oronasopharynx,2020-05-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/Oklahoma-ADDL-3/2020, complete genome"
MT998444,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,USA: Oklahoma,OK,Homo sapiens,oronasopharynx,2020-05-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/Oklahoma-ADDL-4/2020, complete genome"
MW075732,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020321214/2020, complete genome"
MW075733,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020321219/2020, complete genome"
MW075735,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020321223/2020, complete genome"
MW075737,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020322589/2020, complete genome"
MW075738,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020322592/2020, complete genome"
MW075739,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020324092/2020, complete genome"
MW075740,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020324349/2020, complete genome"
MW075741,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020324378/2020, complete genome"
MW075742,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020326789/2020, complete genome"
MW075744,2020-10-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2020-09-03,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NMDOH-2020326823/2020, complete genome"
